symbol,Date,Open,High,Low,Close,Volume,adjclose,dividends,splits
GOOG,2018-02-02,56.09999847,56.1534996,55.36389923,55.59500122,97158000,55.39595413,0,0
GOOG,2018-02-05,54.52999878,55.5,52.60150146,52.79000092,75966000,52.60099792,0,0
GOOG,2018-02-06,51.35900116,54.08549881,51.15684891,54.02999878,68960000,53.8365593,0,0
GOOG,2018-02-07,54.07699966,54.0890007,52.4129982,52.42900085,47384000,52.24129105,0,0
GOOG,2018-02-08,52.77050018,52.93099976,50.03300095,50.07600021,57182000,49.89671707,0,0
GOOG,2018-02-09,50.86249924,52.19850159,49.62799835,51.88899994,70118000,51.70322418,0,0
GOOG,2018-02-12,52.40000153,53.07500076,52.04639816,52.59700012,41154000,52.40869141,0,0
GOOG,2018-02-13,52.25,52.91849899,52.20434952,52.60499954,25302000,52.41666031,0,0
GOOG,2018-02-14,52.44749832,53.58599854,52.33750153,53.48500061,31116000,53.29351425,0,0
GOOG,2018-02-15,53.95349884,54.57395172,53.21699905,54.47600174,36868000,54.28096771,0,0
GOOG,2018-02-16,54.42050171,55.23350143,54.41564941,54.74000168,33590000,54.54402161,0,0
GOOG,2018-02-20,54.5284996,55.69749832,54.42599869,55.1230011,28462000,54.92564774,0,0
GOOG,2018-02-21,55.32350159,56.69850159,55.31650162,55.56700134,30258000,55.36806107,0,0
GOOG,2018-02-22,55.80950165,56.14099884,55.12950134,55.33150101,26344000,55.13339996,0,0
GOOG,2018-02-23,55.63199997,56.36399841,55.2356987,56.33950043,25220000,56.13779449,0,0
GOOG,2018-02-26,56.38999939,57.19800186,56.33475113,57.1875,31182000,56.98275375,0,0
GOOG,2018-02-27,57.06200027,57.20199966,55.90000153,55.91450119,35482000,55.71431351,0,0
GOOG,2018-02-28,56.1515007,56.37649918,55.16199875,55.23649979,37652000,55.03874207,0,0
GOOG,2018-03-01,55.39350128,55.50600052,53.35005188,53.47600174,50318000,53.2845459,0,0
GOOG,2018-03-02,52.65399933,54.09994888,52.40575027,53.94599915,45432000,53.75286102,0,0
GOOG,2018-03-05,53.75699997,54.85499954,53.45000076,54.54650116,24044000,54.35121155,0,0
GOOG,2018-03-06,54.96099854,55.09249878,54.48875046,54.75299835,30656000,54.55696869,0,0
GOOG,2018-03-07,54.45949936,55.61100006,54.27410126,55.48199844,25850000,55.28335953,0,0
GOOG,2018-03-08,55.76599884,56.38000107,55.63999939,56.29999924,27102000,56.09843063,0,0
GOOG,2018-03-09,56.79999924,58.04000092,56.62305069,58.0019989,42560000,57.79433823,0,0
GOOG,2018-03-12,58.19250107,58.85250092,57.87099838,58.22499847,43446000,58.01654053,0,0
GOOG,2018-03-13,58.5,58.83800125,56.66650009,56.90850067,38144000,56.70475388,0,0
GOOG,2018-03-14,57.26050186,57.92950058,57.0719986,57.47449875,25828000,57.26872253,0,0
GOOG,2018-03-15,57.4980011,58.05400085,56.72700119,57.47900009,27908000,57.27321243,0,0
GOOG,2018-03-16,57.70700073,57.79399872,56.59799957,56.78649902,61840000,56.5831871,0,0
GOOG,2018-03-19,56.00049973,56.09949875,54.45050049,54.99100113,56118000,54.79411697,0,0
GOOG,2018-03-20,54.95000076,55.25999832,54.17300034,54.88550186,36638000,54.68900299,0,0
GOOG,2018-03-21,54.63700104,55.31499863,54.25749969,54.54399872,37578000,54.34872055,0,0
GOOG,2018-03-22,54.09400177,54.14500046,52.29550171,52.45399857,53340000,52.26620102,0,0
GOOG,2018-03-23,52.35150146,53.16799927,51.06100082,51.07849884,43134000,50.89562607,0,0
GOOG,2018-03-26,52.29999924,52.78150177,50.41999817,52.66049957,53302000,52.47196579,0,0
GOOG,2018-03-27,53.15000153,53.24195099,49.84600067,50.25500107,61906000,50.07508087,0,0
GOOG,2018-03-28,49.90000153,51.21149826,49.0320015,50.22800064,67386000,50.04817581,0,0
GOOG,2018-03-29,50.58150101,52.15000153,50.14500046,51.58950043,54536000,51.4047966,0,0
GOOG,2018-04-02,51.14099884,51.74000168,49.51850128,50.32350159,53608000,50.14332962,0,0
GOOG,2018-04-03,50.69549942,51.04949951,49.70349884,50.67050171,45502000,50.48909378,0,0
GOOG,2018-04-04,49.67050171,51.43590164,49.65000153,51.25699997,49694000,51.07349014,0,0
GOOG,2018-04-05,52.06650162,52.13949966,51.00654984,51.39049911,27260000,51.20650864,0,0
GOOG,2018-04-06,51,51.57099915,50.1515007,50.35200119,34928000,50.17173004,0,0
GOOG,2018-04-09,50.84000015,51.97999954,50.70399857,50.77249908,35032000,50.59071732,0,0
GOOG,2018-04-10,51.3219986,51.81399918,50.56700134,51.58200073,39490000,51.39732361,0,0
GOOG,2018-04-11,51.3995018,51.56819916,50.79349899,50.99850082,29678000,50.81591415,0,0
GOOG,2018-04-12,51.2519989,52.03450012,51.07175064,51.62549973,27140000,51.44067001,0,0
GOOG,2018-04-13,52.04399872,52.32099915,51.14899826,51.46350098,24460000,51.2792511,0,0
GOOG,2018-04-16,51.84999847,52.16199875,51.3370018,51.89899826,24224000,51.71319199,0,0
GOOG,2018-04-17,52.56850052,53.89400101,52.4129982,53.70800018,46406000,53.51571274,0,0
GOOG,2018-04-18,53.87149811,53.87149811,53.31124878,53.60400009,26882000,53.41208649,0,0
GOOG,2018-04-19,53.47000122,54.70824814,53.4090004,54.38499832,34954000,54.19028854,0,0
GOOG,2018-04-20,54.09999847,54.61750031,53.47850037,53.64799881,37794000,53.4559288,0,0
GOOG,2018-04-23,53.89300156,54.13600159,53.03499985,53.37250137,46826000,53.18141556,0,0
GOOG,2018-04-24,52.59999847,52.84999847,50.52949905,50.99900055,95206000,50.81641006,0,0
GOOG,2018-04-25,51.27600098,51.62450027,50.76549911,51.05899811,47822000,50.876194,0,0
GOOG,2018-04-26,51.4754982,52.39899826,50.90950012,52.0019989,41590000,51.81581879,0,0
GOOG,2018-04-27,52.29999924,52.47499847,51.27949905,51.50249863,32396000,51.3181076,0,0
GOOG,2018-04-30,51.50049973,51.84999847,50.84249878,50.86650085,33426000,50.68438339,0,0
GOOG,2018-05-01,50.68299866,51.92350006,50.41049957,51.8655014,28558000,51.67980957,0,0
GOOG,2018-05-02,51.40499878,52.01945114,51.14350128,51.21900177,32062000,51.03562546,0,0
GOOG,2018-05-03,50.95000076,51.48374939,50.3144989,51.18600082,36302000,51.00274277,0,0
GOOG,2018-05-04,50.84500122,52.42549896,50.84500122,52.41049957,38774000,52.22285843,0,0
GOOG,2018-05-07,52.46149826,53.08399963,52.35499954,52.73949814,29322000,52.55067444,0,0
GOOG,2018-05-08,52.92699814,53.02750015,52.35725021,52.69549942,24354000,52.50683212,0,0
GOOG,2018-05-09,52.90499878,54.27199936,52.81824875,54.13800049,40656000,53.94417572,0,0
GOOG,2018-05-10,54.30149841,55.02199936,54.2820015,54.87850189,28860000,54.68202591,0,0
GOOG,2018-05-11,54.68000031,55.06650162,54.54550171,54.9129982,25074000,54.71639633,0,0
GOOG,2018-05-14,55,55.53749847,54.95550156,55.00999832,30362000,54.81305313,0,0
GOOG,2018-05-15,54.5,54.50249863,53.67350006,53.96149826,29898000,53.76830292,0,0
GOOG,2018-05-16,53.8655014,54.46350098,53.81299973,54.08850098,21946000,53.89485168,0,0
GOOG,2018-05-17,53.99449921,54.34349823,53.67499924,53.92950058,20876000,53.73642349,0,0
GOOG,2018-05-18,53.0929985,53.49700165,53.0340004,53.31800079,31304000,53.12710953,0,0
GOOG,2018-05-21,53.70299911,54.40000153,53.68249893,53.97900009,20464000,53.78574371,0,0
GOOG,2018-05-22,54.1780014,54.32949829,53.33449936,53.48649979,21800000,53.2950058,0,0
GOOG,2018-05-23,53.25650024,54.03900146,53.08549881,53.98450089,21214000,53.79122543,0,0
GOOG,2018-05-24,53.95000076,54.02349854,53.30749893,53.9620018,15336000,53.76880264,0,0
GOOG,2018-05-25,53.95100021,54.12799835,53.68875122,53.78300095,17988000,53.59044266,0,0
GOOG,2018-05-29,53.24449921,53.66849899,52.76100159,53.01599884,37302000,52.82619095,0,0
GOOG,2018-05-30,53.1515007,53.46049881,52.84149933,53.38999939,22770000,53.19884872,0,0
GOOG,2018-05-31,53.37799835,54.85950089,53.37799835,54.24950027,61766000,54.05527496,0,0
GOOG,2018-06-01,54.96749878,56,54.92499924,55.97499847,48432000,55.77459717,0,0
GOOG,2018-06-04,56.11650085,57.0945015,56.10025024,56.96450043,37792000,56.76055145,0,0
GOOG,2018-06-05,57.04949951,57.28689957,56.65950012,56.98300171,33560000,56.7789917,0,0
GOOG,2018-06-06,57.10850143,57.15000153,56.28715134,56.84400177,33964000,56.64048386,0,0
GOOG,2018-06-07,56.56600189,56.79100037,55.82600021,56.19300079,30400000,55.99181366,0,0
GOOG,2018-06-08,55.9090004,56.33349991,55.60749817,56.04349899,25816000,55.84284973,0,0
GOOG,2018-06-11,55.93000031,56.86299896,55.93000031,56.49950027,21586000,56.29721832,0,0
GOOG,2018-06-12,56.55350113,56.98949814,56.53675079,56.9659996,18240000,56.76204681,0,0
GOOG,2018-06-13,57.05599976,57.32500076,56.66899872,56.73949814,30128000,56.53635406,0,0
GOOG,2018-06-14,57.19250107,57.77349854,57.0320015,57.60599899,26868000,57.39975357,0,0
GOOG,2018-06-15,57.44300079,57.67100143,57.17425156,57.61299896,42450000,57.40673065,0,0
GOOG,2018-06-18,57.18249893,58.71549988,57.17950058,58.67300034,28274000,58.4629364,0,0
GOOG,2018-06-19,57.92499924,58.56349945,57.70050049,58.40299988,32420000,58.19390488,0,0
GOOG,2018-06-20,58.76549911,59.31430054,58.45800018,58.49200058,32970000,58.28258514,0,0
GOOG,2018-06-21,58.74250031,58.86474991,57.61159897,57.88299942,24762000,57.67576599,0,0
GOOG,2018-06-22,57.95700073,58.12485123,57.36299896,57.77399826,26220000,57.56715393,0,0
GOOG,2018-06-25,57.18000031,57.19549942,55.63899994,56.2405014,43146000,56.03914642,0,0
GOOG,2018-06-26,56.40000153,56.66049957,55.83295059,55.92300034,31264000,55.72278214,0,0
GOOG,2018-06-27,56.06700134,56.59180069,55.18099976,55.19900131,25878000,55.00137711,0,0
GOOG,2018-06-28,55.10449982,56.1155014,54.80049896,55.71099854,21448000,55.51153946,0,0
GOOG,2018-06-29,56,56.41135025,55.75,55.78250122,26302000,55.58279037,0,0
GOOG,2018-07-02,54.95000076,56.40000153,54.68999863,56.3730011,24346000,56.17117691,0,0
GOOG,2018-07-03,56.79100037,56.79100037,55.00099945,55.14450073,13580000,54.94707108,0,0
GOOG,2018-07-05,55.5265007,56.375,55.42399979,56.21350098,21334000,56.01224136,0,0
GOOG,2018-07-06,56.17900085,57.04650116,56.03684998,57.00849915,19922000,56.80439377,0,0
GOOG,2018-07-09,57.42399979,57.73350143,57.17100143,57.70249939,18180000,57.49591064,0,0
GOOG,2018-07-10,57.84899902,57.97949982,57.47949982,57.64199829,15968000,57.43562698,0,0
GOOG,2018-07-11,57.22949982,58.21450043,57.04999924,57.69499969,22400000,57.48843765,0,0
GOOG,2018-07-12,57.99449921,59.22050095,57.79674911,59.17399979,25038000,58.96214294,0,0
GOOG,2018-07-13,59.25,59.77085114,59,59.44100189,24438000,59.22818756,0,0
GOOG,2018-07-16,59.4695015,59.54999924,58.9640007,59.19300079,21114000,58.98107529,0,0
GOOG,2018-07-17,58.61100006,60.15200043,58.52999878,59.93999863,32208000,59.72540283,0,0
GOOG,2018-07-18,59.82799911,60.22499847,59.51699829,59.79399872,27872000,59.57992172,0,0
GOOG,2018-07-19,59.54999924,60,59.16600037,59.34799957,25534000,59.13551712,0,0
GOOG,2018-07-20,59.34799957,59.8429985,59.21099854,59.24549866,24948000,59.03338623,0,0
GOOG,2018-07-23,59.05049896,60.32450104,59.04999924,60.27500153,52384000,60.05920029,0,0
GOOG,2018-07-24,63.12950134,63.29999924,61.77799988,62.40399933,66364000,62.18058014,0,0
GOOG,2018-07-25,61.95650101,63.29299927,61.95650101,63.18500137,42556000,62.95878601,0,0
GOOG,2018-07-26,62.54999924,63.48854828,62.45100021,63.41650009,48112000,63.18945313,0,0
GOOG,2018-07-27,63.54999924,63.69449997,61.54999924,61.92499924,42612000,61.70328903,0,0
GOOG,2018-07-30,61.40050125,61.74580002,60.57350159,60.98699951,36998000,60.76865005,0,0
GOOG,2018-07-31,61.00049973,61.37939835,60.27999878,60.86299896,32894000,60.64509583,0,0
GOOG,2018-08-01,61.40000153,61.67350006,60.51050186,61.00049973,31344000,60.78210449,0,0
GOOG,2018-08-02,60.29499817,61.49399948,60.23949814,61.30749893,30626000,61.08800125,0,0
GOOG,2018-08-03,61.48099899,61.5,60.75299835,61.1855011,21792000,60.96644592,0,0
GOOG,2018-08-06,61.25,61.3044014,60.78984833,61.23849869,21634000,61.01925278,0,0
GOOG,2018-08-07,61.84999847,62.55849838,61.80849838,62.11100006,29880000,61.8886261,0,0
GOOG,2018-08-08,62.02349854,62.82500076,61.90039825,62.2804985,27406000,62.05751801,0,0
GOOG,2018-08-09,62.49499893,62.77709961,62.30049896,62.45500183,16972000,62.23139572,0,0
GOOG,2018-08-10,62.15000153,62.28475189,61.59999847,61.88050079,22174000,61.65895844,0,0
GOOG,2018-08-13,61.84899902,62.46364975,61.6820488,61.75049973,19946000,61.52941513,0,0
GOOG,2018-08-14,61.7594986,62.29349899,61.25550079,62.10499954,26962000,61.88264847,0,0
GOOG,2018-08-15,61.46300125,61.76200104,60.4754982,60.71900177,36576000,60.50161362,0,0
GOOG,2018-08-16,61.23649979,61.29999924,60.12749863,60.32450104,26864000,60.10852432,0,0
GOOG,2018-08-17,60.10150146,60.45100021,59.41199875,60.04800034,27792000,59.83301544,0,0
GOOG,2018-08-20,60.25099945,60.54999924,59.73130035,60.38850021,17416000,60.17229462,0,0
GOOG,2018-08-21,60.40000153,60.86299896,60.0177002,60.08100128,24112000,59.86589813,0,0
GOOG,2018-08-22,60,60.59199905,59.95000076,60.36650085,17748000,60.15037537,0,0
GOOG,2018-08-23,60.35699844,61.06399918,60.2120018,60.26900101,19852000,60.05322266,0,0
GOOG,2018-08-24,60.44100189,61.08250046,60.3179512,61.03250122,18932000,60.81399155,0,0
GOOG,2018-08-27,61.38000107,62.15449905,61.28580093,62.0909996,23126000,61.86869812,0,0
GOOG,2018-08-28,62.0644989,62.12725067,61.43450165,61.55749893,26080000,61.33710861,0,0
GOOG,2018-08-29,61.87250137,62.53300095,61.8179512,62.46500015,25978000,62.2413559,0,0
GOOG,2018-08-30,62.21149826,62.68175125,61.62950134,61.95600128,26628000,61.73418427,0,0
GOOG,2018-08-31,61.74900055,61.93299866,60.56425095,60.90950012,36328000,60.69142914,0,0
GOOG,2018-09-04,60.21350098,60.6495018,59.625,59.84999847,36620000,59.63572311,0,0
GOOG,2018-09-05,59.68999863,59.95050049,58.09999847,59.32400131,41226000,59.1116066,0,0
GOOG,2018-09-06,59.31499863,59.31499863,57.59999847,58.5719986,37770000,58.36229706,0,0
GOOG,2018-09-07,57.93349838,58.76300049,57.86074829,58.24150085,28026000,58.03298187,0,0
GOOG,2018-09-10,58.60950089,58.72700119,58.00550079,58.23199844,22308000,58.02351761,0,0
GOOG,2018-09-11,58.08150101,58.93399811,57.81200027,58.86800003,24186000,58.65723801,0,0
GOOG,2018-09-12,58.63600159,58.93050003,57.91799927,58.14099884,25910000,57.93284225,0,0
GOOG,2018-09-13,58.53699875,58.93050003,58.14250183,58.76649857,28624000,58.55609894,0,0
GOOG,2018-09-14,58.95500183,59.02125168,58.41650009,58.62649918,18880000,58.41660309,0,0
GOOG,2018-09-17,58.50699997,58.86199951,57.70149994,57.80250168,26130000,57.59555435,0,0
GOOG,2018-09-18,57.85449982,58.80400085,57.85449982,58.06100082,24072000,57.85313034,0,0
GOOG,2018-09-19,58.24900055,58.66049957,57.72900009,58.55450058,23828000,58.34486389,0,0
GOOG,2018-09-20,58.99950027,59.49449921,58.66799927,59.34349823,24508000,59.13103104,0,0
GOOG,2018-09-21,59.59999847,59.61050034,58.30199814,58.30450058,88112000,58.09575653,0,0
GOOG,2018-09-24,57.85850143,58.90000153,57.34550095,58.66849899,25420000,58.45845032,0,0
GOOG,2018-09-25,58.80749893,59.34400177,58.40000153,59.23249817,19554000,59.02043152,0,0
GOOG,2018-09-26,59.25749969,59.71149826,58.73825073,59.0245018,29246000,58.81318283,0,0
GOOG,2018-09-27,59.33649826,60.10499954,59.18149948,59.73199844,25216000,59.5181427,0,0
GOOG,2018-09-28,59.59349823,59.77050018,59.22499847,59.67350006,27612000,59.45985413,0,0
GOOG,2018-10-01,59.99449921,60.49499893,59.51499939,59.76549911,27152000,59.55152512,0,0
GOOG,2018-10-02,59.54800034,60.4980011,59.33150101,60.00550079,33758000,59.79066467,0,0
GOOG,2018-10-03,60.25,60.32049942,59.69150162,60.14749908,25124000,59.93215561,0,0
GOOG,2018-10-04,59.76649857,59.87549973,57.77880096,58.40950012,44190000,58.20038223,0,0
GOOG,2018-10-05,58.375,58.67499924,57.25600052,57.86750031,23686000,57.66032028,0,0
GOOG,2018-10-08,57.50550079,58.40000153,56.36819839,57.44850159,38648000,57.24282074,0,0
GOOG,2018-10-09,57.30749893,57.71749878,56.87860107,56.94100189,26174000,56.73713684,0,0
GOOG,2018-10-10,56.55400085,56.60850143,54.05649948,54.06100082,53514000,53.86745071,0,0
GOOG,2018-10-11,53.64699936,55.31999969,53.41350174,53.9659996,58980000,53.772789,0,0
GOOG,2018-10-12,55.40000153,55.75,54.32009888,55.50400162,42026000,55.30528641,0,0
GOOG,2018-10-15,55.44549942,55.67229843,54.45000076,54.61249924,27448000,54.41697311,0,0
GOOG,2018-10-16,55.22949982,56.21099854,55.125,56.06399918,38570000,55.86327744,0,0
GOOG,2018-10-17,56.32300186,56.44950104,55.10950089,55.78450012,29344000,55.58477783,0,0
GOOG,2018-10-18,56.09199905,56.09199905,53.85449982,54.39849854,41890000,54.20373917,0,0
GOOG,2018-10-19,54.66849899,55.51800156,54.38750076,54.82300186,25352000,54.62672043,0,0
GOOG,2018-10-22,55.15299988,55.61149979,54.54999924,55.05799866,30284000,54.86087418,0,0
GOOG,2018-10-23,54.04449844,55.39450073,53.5,55.18450165,36974000,54.98693085,0,0
GOOG,2018-10-24,55.21250153,55.30599976,52.43700027,52.53549957,39648000,52.34741211,0,0
GOOG,2018-10-25,53.58950043,55.54899979,53.47750092,54.7784996,50916000,54.58237839,0,0
GOOG,2018-10-26,51.85150146,55.32649994,51.70449829,53.57350159,83752000,53.38169479,0,0
GOOG,2018-10-29,54.12350082,54.85200119,49.79150009,51.00400162,77614000,50.82139587,0,0
GOOG,2018-10-30,50.42300034,51.87450027,50.03749847,51.8105011,64254000,51.62500763,0,0
GOOG,2018-10-31,52.9905014,54.59700012,52.84999847,53.83850098,50596000,53.64574814,0,0
GOOG,2018-11-01,53.79000092,54.19874954,53.1230011,53.5,29640000,53.30846024,0,0
GOOG,2018-11-02,53.68650055,54.14875031,52.73049927,52.88949966,36780000,52.70014572,0,0
GOOG,2018-11-05,52.75,52.92350006,51.06200027,52.00450134,48828000,51.81830978,0,0
GOOG,2018-11-06,51.97399902,53.21725082,51.9034996,52.79050064,24666000,52.60149765,0,0
GOOG,2018-11-07,53.45000076,54.77299881,53.29499817,54.66949844,41168000,54.47377014,0,0
GOOG,2018-11-08,54.56900024,54.66350174,53.61024857,54.11999893,29764000,53.9262352,0,0
GOOG,2018-11-09,53.69950104,53.77799988,52.6554985,53.30749893,26864000,53.11664581,0,0
GOOG,2018-11-12,53.06949997,53.10599899,51.54999924,51.93149948,29436000,51.74557114,0,0
GOOG,2018-11-13,52.16450119,52.83024979,51.55749893,51.80250168,30274000,51.61703491,0,0
GOOG,2018-11-14,52.5,52.72819901,51.54999924,52.18299866,31318000,51.99617004,0,0
GOOG,2018-11-15,52.23550034,53.59249878,51.5890007,53.23550034,36722000,53.0449028,0,0
GOOG,2018-11-16,52.97050095,53.34999847,52.44900131,53.07450104,33162000,52.88447952,0,0
GOOG,2018-11-19,52.86000061,53.03950119,50.81299973,51,37172000,50.81740952,0,0
GOOG,2018-11-20,50,51.5870018,49.80099869,51.2879982,48982000,51.10437775,0,0
GOOG,2018-11-21,51.83800125,52.4280014,51.67350006,51.88050079,30686000,51.69475555,0,0
GOOG,2018-11-23,51.5,51.87950134,51.11994934,51.19400024,13830000,51.01071167,0,0
GOOG,2018-11-26,51.91749954,52.46549988,51.69549942,52.43099976,38856000,52.24328613,0,0
GOOG,2018-11-27,52.04999924,52.87900162,51.92449951,52.22050095,36064000,52.03353882,0,0
GOOG,2018-11-28,52.43799973,54.34199905,51.7879982,54.31150055,49508000,54.11705399,0,0
GOOG,2018-11-29,53.80400085,54.71224976,53.79999924,54.41500092,29378000,54.22018433,0,0
GOOG,2018-11-30,54.45349884,54.7784996,53.89400101,54.7215004,51604000,54.52558517,0,0
GOOG,2018-12-03,56.1570015,56.23249817,55.18325043,55.32149887,39824000,55.12343216,0,0
GOOG,2018-12-04,55.15599823,55.22100067,52.49900055,52.54100037,46904000,52.35289001,0,0
GOOG,2018-12-06,51.71300125,53.56000137,51.53850174,53.43650055,55384000,53.24518585,0,0
GOOG,2018-12-07,53.00049973,53.76300049,51.42499924,51.82899857,42024000,51.64344025,0,0
GOOG,2018-12-10,51.75249863,52.42250061,51.16450119,51.97750092,36154000,51.79140854,0,0
GOOG,2018-12-11,52.82450104,53.02999878,51.99200058,52.58750153,27894000,52.39922714,0,0
GOOG,2018-12-12,53.40000153,54.08250046,53.13949966,53.18399811,30476000,52.99358749,0,0
GOOG,2018-12-13,53.4034996,53.98799896,52.69649887,53.09500122,26596000,52.90490723,0,0
GOOG,2018-12-14,52.49900055,53.13000107,52.03950119,52.10499954,33732000,51.9184494,0,0
GOOG,2018-12-17,51.87549973,52.65750122,50.39500046,50.82649994,47708000,50.64452744,0,0
GOOG,2018-12-18,51.30450058,52.47399902,51.0719986,51.4355011,43850000,51.2513504,0,0
GOOG,2018-12-19,51.69950104,53.09999847,50.40250015,51.15050125,49586000,50.96736908,0,0
GOOG,2018-12-20,50.90650177,51.71099854,49.81800079,50.47050095,53470000,50.28980255,0,0
GOOG,2018-12-21,50.76499939,51.20100021,48.68450165,48.97700119,91920000,48.80164719,0,0
GOOG,2018-12-24,48.69499969,50.17699814,48.50550079,48.81100082,31806000,48.63624954,0,0
GOOG,2018-12-26,49.45050049,52,49.15000153,51.97299957,47466000,51.78692627,0,0
GOOG,2018-12-27,50.85749817,52.19449997,49.84999847,52.19400024,42196000,52.00713348,0,0
GOOG,2018-12-28,52.48099899,52.77799988,51.65499878,51.85400009,28296000,51.66835022,0,0
GOOG,2018-12-31,52.54800034,52.63499832,51.17950058,51.7804985,29866000,51.59511185,0,0
GOOG,2019-01-02,50.82849884,52.61600113,50.78549957,52.29249954,30652000,52.10527802,0,0
GOOG,2019-01-03,52.04999924,52.84899902,50.70349884,50.8030014,36822000,50.62111282,0,0
GOOG,2019-01-04,51.62950134,53.54199982,51.3708992,53.53549957,41878000,53.34383011,0,0
GOOG,2019-01-07,53.57500076,53.70000076,52.73799896,53.41949844,39638000,53.22824478,0,0
GOOG,2019-01-08,53.80550003,54.22800064,53.0265007,53.81399918,35298000,53.62133026,0,0
GOOG,2019-01-09,54.08250046,54.13150024,53.31999969,53.73300171,23986000,53.54062271,0,0
GOOG,2019-01-10,53.38299942,53.55749893,52.88550186,53.51649857,29128000,53.32489777,0,0
GOOG,2019-01-11,53.1590004,53.18875122,52.42399979,52.85950089,30416000,52.67025375,0,0
GOOG,2019-01-14,52.34600067,52.57649994,52.06275177,52.23450089,22886000,52.04748917,0,0
GOOG,2019-01-15,52.50849915,54.00249863,52.36700058,53.85749817,29272000,53.66467285,0,0
GOOG,2019-01-16,54,54.61875153,53.96699905,54.04850006,26636000,53.85499573,0,0
GOOG,2019-01-17,53.9734993,54.59000015,53.67499924,54.49499893,24854000,54.29989243,0,0
GOOG,2019-01-18,55,55.41759872,54.54499817,54.9129982,39112000,54.71639633,0,0
GOOG,2019-01-22,54.40000153,54.57550049,53.17350006,53.52600098,32270000,53.33436584,0,0
GOOG,2019-01-23,53.86750031,54.24649811,52.98749924,53.7784996,19340000,53.5859642,0,0
GOOG,2019-01-24,53.82400131,53.97375107,53.03499985,53.69499969,27226000,53.50275803,0,0
GOOG,2019-01-25,54.25,54.70000076,54.0909996,54.54949951,22382000,54.35419846,0,0
GOOG,2019-01-28,54.00550079,54.15000153,53.18999863,53.50400162,25686000,53.31244278,0,0
GOOG,2019-01-29,53.63399887,53.75749969,52.79325104,53.03099823,20436000,52.84113312,0,0
GOOG,2019-01-30,53.42150116,54.54999924,53.34249878,54.45299911,25596000,54.2580452,0,0
GOOG,2019-01-31,55.15000153,55.86650085,54.77050018,55.81850052,30766000,55.61865616,0,0
GOOG,2019-02-01,55.61999893,56.25,55.24449921,55.53749847,29244000,55.33866119,0,0
GOOG,2019-02-04,55.63299942,56.63999939,55.45100021,56.63999939,51530000,56.43721771,0,0
GOOG,2019-02-05,56.24200058,57.34249878,55.86240005,57.29949951,71044000,57.09435654,0,0
GOOG,2019-02-06,56.97850037,57.34999847,55.63850021,55.76150131,42112000,55.56186295,0,0
GOOG,2019-02-07,55.20800018,55.24200058,54.29999924,54.9355011,40896000,54.73881912,0,0
GOOG,2019-02-08,54.34999847,54.94549942,54.32749939,54.75299835,21516000,54.55696869,0,0
GOOG,2019-02-11,54.84749985,55.29724884,54.64300156,54.75049973,21304000,54.55448151,0,0
GOOG,2019-02-12,55.34000015,56.26475143,55.29249954,56.06850052,32182000,55.8677597,0,0
